# Q dQ R dR fit
0.2242 0.00283029 2.35315e-06 6.78804e-07 2.20884e-06
0.226601 0.00286052 2.07318e-06 6.61963e-07 2.24111e-06
0.228999 0.00289071 1.73452e-06 6.45479e-07 2.31563e-06
0.231399 0.00292092 2.15807e-06 6.35714e-07 2.42206e-06
0.233799 0.00295113 3.05369e-06 6.32301e-07 2.54121e-06
0.236199 0.00298134 1.98108e-06 6.13626e-07 2.64903e-06
0.238601 0.00301156 2.52052e-06 6.07496e-07 2.7222e-06
0.241 0.00304175 1.44683e-06 5.9019e-07 2.74438e-06
0.243399 0.00307194 2.56607e-06 5.88779e-07 2.7134e-06
0.2458 0.00310215 2.33409e-06 5.77367e-07 2.64737e-06
0.248199 0.00313232 2.46585e-06 5.68882e-07 2.57732e-06
0.2506 0.00316252 2.12538e-06 5.56799e-07 2.52276e-06
