z normarea methyl substrate lipid cg phosphate protein serine summol water waterperc
374.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
375.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
375.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
376.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
376.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
377.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
377.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
378.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
378.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
379.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
379.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
380.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
380.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
381.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
381.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
382.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
382.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
383.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
383.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
384.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
384.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
385.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
385.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
386.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
386.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
387.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
387.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
388.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
388.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
389.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
389.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
390.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
390.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
391.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
391.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
392.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
392.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
393.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
393.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
394.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
394.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
395.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
395.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
396.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
396.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
397.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
397.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
398.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
398.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
399.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
399.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
400.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
400.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
401.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
401.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
402.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
402.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
403.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
403.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
404.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
404.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
405.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
405.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
406.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
406.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
407.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
407.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
408.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
408.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
409.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
409.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
410.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
410.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
411.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
411.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
412.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
412.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
413.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
413.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
414.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
414.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
415.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
415.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
416.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
416.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
417.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
417.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
418.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
418.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
419.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
419.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
420.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
420.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
421.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
421.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
422.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
422.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
423.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
423.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
424.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
424.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
425.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
425.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
426.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
426.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
427.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
427.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
428.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
428.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
429.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
429.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
430.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
430.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
431.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
431.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
432.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
432.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
433.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
433.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
434.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
434.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
435.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
435.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
436.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
436.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
437.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
437.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
438.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
438.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
439.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
439.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
440.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
440.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
441.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
441.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
442.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
442.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
443.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
443.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
444.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
444.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
445.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
445.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
446.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
446.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
447.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
447.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
448.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
448.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
449.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
449.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
450.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
450.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
451.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
451.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
452.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
452.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
453.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
453.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
454.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
454.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
455.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
455.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
456.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
456.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
457.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
457.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
458.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
458.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
459.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
459.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
460.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
460.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
461.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
461.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
462.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
462.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
463.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
463.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
464.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
464.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
465.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
465.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
466.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
466.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
467.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
467.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
468.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
468.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
469.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
469.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
470.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
470.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
471.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
471.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
472.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
472.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
473.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
473.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
474.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
474.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
475.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
475.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
476.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
476.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
477.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
477.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
478.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
478.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
479.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
479.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
480.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
480.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
481.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
481.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
482.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
482.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
483.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
483.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
484.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
484.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
485.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
485.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
486.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
486.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
487.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
487.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
488.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
488.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
489.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
489.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
490.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
490.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
491.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
491.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
492.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
492.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
493.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
493.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
494.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
494.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
495.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
495.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
496.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
496.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
497.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
497.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
498.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
498.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
499.0 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
499.5 68.47816 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 68.47816 1.0
