# protein_zaxis protein_area protein_msigma_area protein_psigma_area
4.600000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.650000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.700000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.750000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.800000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.850000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.900000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.950000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.000000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.050000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.100000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.150000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.200000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.250000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.300000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.350000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.400000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.450000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 7.926224850574081814e-04
5.500000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 5.037323575011869517e-03
5.550000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.294725700123343023e-02
5.600000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 2.446319967376288027e-02
5.650000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 3.879612677767139972e-02
5.700000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 5.716601056476142834e-02
5.750000000000000000e+01 7.726968935639818572e-06 0.000000000000000000e+00 8.017854716421068950e-02
5.800000000000000000e+01 5.911329284210171779e-03 0.000000000000000000e+00 1.060663063798869404e-01
5.850000000000000000e+01 2.100859604986589704e-02 0.000000000000000000e+00 1.353187093441431121e-01
5.900000000000000000e+01 4.087489087372029456e-02 0.000000000000000000e+00 1.735686689920455661e-01
5.950000000000000000e+01 6.504585280445036866e-02 0.000000000000000000e+00 2.097034252965416790e-01
6.000000000000000000e+01 9.275337258486943126e-02 0.000000000000000000e+00 2.510501186295071019e-01
6.050000000000000000e+01 1.258107646285143433e-01 1.546981730306818499e-03 3.006052019581501589e-01
6.100000000000000000e+01 1.640499496556465098e-01 2.439342649991046302e-02 3.501854516462201139e-01
6.150000000000000000e+01 2.106455584766183109e-01 5.548554588237680080e-02 4.000107541104496733e-01
6.200000000000000000e+01 2.601344142702884943e-01 9.426942953378283918e-02 4.573945512927403145e-01
6.250000000000000000e+01 3.158013157959447259e-01 1.394580179599636538e-01 5.191872756349247275e-01
6.300000000000000000e+01 3.767484606208441056e-01 1.838118542797687605e-01 5.900831403389453778e-01
6.350000000000000000e+01 4.423869694248085960e-01 2.323842502314178160e-01 6.619723725042645501e-01
6.400000000000000000e+01 5.077659064039966585e-01 2.818073522241554274e-01 7.345162830528584319e-01
6.450000000000000000e+01 5.693186904362547152e-01 3.309974326922417442e-01 8.230183754589509570e-01
6.500000000000000000e+01 6.358509557326067485e-01 3.876034593784858928e-01 9.059492896760220626e-01
6.550000000000000000e+01 7.060773967277735874e-01 4.493490269390560954e-01 9.870687971120658544e-01
6.600000000000000000e+01 7.790797722151888705e-01 5.070397563445468991e-01 1.067923203837241042e+00
6.650000000000000000e+01 8.561660460070649181e-01 5.741033219880884442e-01 1.164607749552752036e+00
6.700000000000000000e+01 9.357990783422903691e-01 6.349634888675244060e-01 1.260309924421397110e+00
6.750000000000000000e+01 1.014739048971766477e+00 7.003943874698119743e-01 1.359313265503676593e+00
6.800000000000000000e+01 1.102614034923784292e+00 7.676420603861885406e-01 1.460308583786313674e+00
6.850000000000000000e+01 1.194342655735917136e+00 8.385322978941623928e-01 1.555286384242764885e+00
6.900000000000000000e+01 1.286900216397132368e+00 9.115749646367026227e-01 1.661267077595145469e+00
6.950000000000000000e+01 1.381298530950509029e+00 9.942402697800037936e-01 1.760945587022471281e+00
7.000000000000000000e+01 1.486639233806200444e+00 1.083543306530489803e+00 1.868408320125787725e+00
7.050000000000000000e+01 1.591711789616249151e+00 1.181348944342089258e+00 1.979977311713856158e+00
7.100000000000000000e+01 1.696778032262465929e+00 1.274695026552523647e+00 2.093601107144220208e+00
7.150000000000000000e+01 1.798809018454942787e+00 1.387839812571021847e+00 2.210783416302424254e+00
7.200000000000000000e+01 1.908111943521730858e+00 1.509357558305925107e+00 2.337619658265466693e+00
7.250000000000000000e+01 2.026934215102875303e+00 1.618959287528111579e+00 2.460567190749162414e+00
7.300000000000000000e+01 2.149932672005575363e+00 1.756335561606759965e+00 2.591321241294830546e+00
7.350000000000000000e+01 2.280193374467944345e+00 1.894179891065483456e+00 2.735253664966210696e+00
7.400000000000000000e+01 2.424017354195760809e+00 2.041335554846729572e+00 2.867782699266558932e+00
7.450000000000000000e+01 2.576606627684413731e+00 2.175647209473076771e+00 3.003813058549735349e+00
7.500000000000000000e+01 2.734152297165968193e+00 2.336844315301418451e+00 3.145150000542499047e+00
7.550000000000000000e+01 2.902602324186153382e+00 2.515037177431226123e+00 3.298178003155787685e+00
7.600000000000000000e+01 3.085157467664283892e+00 2.686900655156680973e+00 3.458846418463758177e+00
7.650000000000000000e+01 3.278767287898125993e+00 2.879611601990539338e+00 3.641493705973301687e+00
7.700000000000000000e+01 3.471227915611447834e+00 3.058832885999311024e+00 3.825772688998326121e+00
7.750000000000000000e+01 3.675258131026260866e+00 3.260414867507634984e+00 4.012311651046309713e+00
7.800000000000000000e+01 3.887891664600765740e+00 3.480006390675175698e+00 4.218586438111122661e+00
7.850000000000000000e+01 4.104963723273201914e+00 3.705294217494441877e+00 4.444632528674678618e+00
7.900000000000000000e+01 4.326766936918528650e+00 3.929347201873507167e+00 4.669929830217226296e+00
7.950000000000000000e+01 4.542947335386281260e+00 4.145257111006055872e+00 4.914169875169376311e+00
8.000000000000000000e+01 4.763159043513688573e+00 4.355571574557331793e+00 5.159547435823584216e+00
8.050000000000000000e+01 4.981929618692647388e+00 4.597129634867697767e+00 5.390042390778265080e+00
8.100000000000000000e+01 5.196949657386229049e+00 4.839021217985133738e+00 5.636375698720256011e+00
8.150000000000000000e+01 5.425975696953274863e+00 5.084155308179645338e+00 5.888479294070847914e+00
8.200000000000000000e+01 5.673795256612781834e+00 5.292679051819994207e+00 6.139567214005901441e+00
8.250000000000000000e+01 5.919452911073992851e+00 5.501037534412886565e+00 6.394429008675967196e+00
8.300000000000000000e+01 6.170049269192821484e+00 5.701089962269134226e+00 6.613967775945658545e+00
8.350000000000000000e+01 6.392382081169190045e+00 5.898872965487124809e+00 6.837626385404714568e+00
8.400000000000000000e+01 6.624081179575428635e+00 6.093940981591152273e+00 7.065057313692428842e+00
8.450000000000000000e+01 6.838383789375966693e+00 6.287572286802168620e+00 7.297680176089425430e+00
8.500000000000000000e+01 7.043826250229569652e+00 6.494458964175681359e+00 7.528159665752158780e+00
8.550000000000000000e+01 7.249311551631858919e+00 6.702973751860391793e+00 7.759198928560146591e+00
8.600000000000000000e+01 7.449431118475060565e+00 6.908769293432210468e+00 7.947203854975820825e+00
8.650000000000000000e+01 7.647836676618546825e+00 7.102356213145173847e+00 8.150247751760682391e+00
8.700000000000000000e+01 7.830547109796110128e+00 7.315978582919062667e+00 8.349793807003113244e+00
8.750000000000000000e+01 8.013417844050605865e+00 7.522001416957672326e+00 8.518488757087215646e+00
8.800000000000000000e+01 8.204247971870506362e+00 7.750825741231653687e+00 8.680798842931322312e+00
8.850000000000000000e+01 8.384712267483232395e+00 7.960699334741214273e+00 8.836613647675319427e+00
8.900000000000000000e+01 8.566263492601830620e+00 8.141703526245503753e+00 9.008605642639082589e+00
8.950000000000000000e+01 8.733697478777575185e+00 8.322956747854448167e+00 9.166207503956163904e+00
9.000000000000000000e+01 8.920390839908362679e+00 8.507018683476978538e+00 9.316751629700616988e+00
9.050000000000000000e+01 9.089829880673910623e+00 8.700679574627866231e+00 9.495870378236022091e+00
9.100000000000000000e+01 9.250432259615044117e+00 8.857677131541787929e+00 9.664749880097700085e+00
9.150000000000000000e+01 9.400190166286460425e+00 9.014301867362929599e+00 9.844218916818073595e+00
9.200000000000000000e+01 9.540863635243747254e+00 9.176041291640887110e+00 1.002103367163822867e+01
9.250000000000000000e+01 9.681052471937453774e+00 9.328180638724484552e+00 1.021262946423527218e+01
9.300000000000000000e+01 9.835515296689104403e+00 9.445067434308910492e+00 1.041168629283827762e+01
9.350000000000000000e+01 9.970711958066583946e+00 9.547980889138695915e+00 1.059871010327921681e+01
9.400000000000000000e+01 1.009788667566633968e+01 9.661089763376411454e+00 1.082807953800462286e+01
9.450000000000000000e+01 1.021339219973493684e+01 9.756679790749368308e+00 1.103461900216060165e+01
9.500000000000000000e+01 1.032835648810077345e+01 9.838437895446963566e+00 1.122177704121798847e+01
9.550000000000000000e+01 1.044903663247443149e+01 9.906059398527990112e+00 1.138623933635302166e+01
9.600000000000000000e+01 1.055257387318499163e+01 9.998204861450370018e+00 1.154364082907455824e+01
9.650000000000000000e+01 1.066263074601076788e+01 1.008818241946166339e+01 1.168250295739330902e+01
9.700000000000000000e+01 1.075677820766859227e+01 1.016054964363840973e+01 1.181590015339777011e+01
9.750000000000000000e+01 1.086370752815575180e+01 1.023937562903905629e+01 1.190494343528550480e+01
9.800000000000000000e+01 1.095128256291805791e+01 1.030131452088001787e+01 1.193795599349718906e+01
9.850000000000000000e+01 1.102920324271187091e+01 1.036177912913455579e+01 1.196388935661182096e+01
9.900000000000000000e+01 1.108912047582981408e+01 1.040534320701939741e+01 1.199391060680362386e+01
9.950000000000000000e+01 1.113878974068045125e+01 1.044849077308438723e+01 1.198037966371024510e+01
1.000000000000000000e+02 1.115945235797643242e+01 1.048658657612208245e+01 1.193828596431859879e+01
1.005000000000000000e+02 1.117754742623808362e+01 1.051497668637501270e+01 1.187730034336705565e+01
1.010000000000000000e+02 1.116801666953348793e+01 1.053710532402910438e+01 1.183528130162430259e+01
1.015000000000000000e+02 1.113050006148849214e+01 1.055683606849877521e+01 1.180853433219172466e+01
1.020000000000000000e+02 1.109142706856389182e+01 1.056110785280369768e+01 1.174178136912306236e+01
1.025000000000000000e+02 1.103025582892479228e+01 1.054567989776499815e+01 1.167152460599795027e+01
1.030000000000000000e+02 1.096745741302148858e+01 1.048418880519144203e+01 1.156916576574041144e+01
1.035000000000000000e+02 1.088618058496759033e+01 1.035303020087478743e+01 1.141414862255989959e+01
1.040000000000000000e+02 1.077704495845035915e+01 1.021980559484228301e+01 1.129270151244403841e+01
1.045000000000000000e+02 1.060715344297182305e+01 1.006799170237171737e+01 1.117969894110982132e+01
1.050000000000000000e+02 1.045587689616607996e+01 9.867900838549747533e+00 1.109283961983726741e+01
1.055000000000000000e+02 1.024231293273446397e+01 9.613977083932638834e+00 1.093489915298868453e+01
1.060000000000000000e+02 1.001539670277271021e+01 9.314123907520626133e+00 1.079882214552834085e+01
1.065000000000000000e+02 9.779147358691060887e+00 9.007712821561355554e+00 1.054723241199394757e+01
1.070000000000000000e+02 9.469638525867921430e+00 8.702911067049111438e+00 1.026784771261580076e+01
1.075000000000000000e+02 9.122326655055763567e+00 8.380735069105261559e+00 9.934591748433607705e+00
1.080000000000000000e+02 8.751202398367178503e+00 8.065658972123797454e+00 9.606605155965123544e+00
1.085000000000000000e+02 8.352093923633061578e+00 7.710197907841256360e+00 9.222376719652219279e+00
1.090000000000000000e+02 7.944813544688014595e+00 7.354520560873319290e+00 8.859130535655458161e+00
1.095000000000000000e+02 7.540885830397302314e+00 6.989662226908463616e+00 8.432797961682473087e+00
1.100000000000000000e+02 7.142997433834215038e+00 6.627088015680579147e+00 8.003131390575251913e+00
1.105000000000000000e+02 6.760974268732436343e+00 6.230447935507923418e+00 7.541195985428956305e+00
1.110000000000000000e+02 6.373260081819711154e+00 5.860518074062017746e+00 7.090963586227120530e+00
1.115000000000000000e+02 6.005879852491584181e+00 5.522217434807425995e+00 6.668160341490140475e+00
1.120000000000000000e+02 5.670358371802939779e+00 5.191834349409393923e+00 6.215465804607998024e+00
1.125000000000000000e+02 5.348380274688599556e+00 4.894917501929310077e+00 5.817977409869868666e+00
1.130000000000000000e+02 5.028621152623040658e+00 4.597625183355836143e+00 5.448278503688554153e+00
1.135000000000000000e+02 4.726532765381858958e+00 4.297555903461803162e+00 5.081980042529766983e+00
1.140000000000000000e+02 4.428835336774338494e+00 4.001196880484408247e+00 4.759648809003759418e+00
1.145000000000000000e+02 4.135953826921300092e+00 3.722212984555400173e+00 4.462911113556636167e+00
1.150000000000000000e+02 3.860398129981379434e+00 3.427231146835874043e+00 4.182015128630645506e+00
1.155000000000000000e+02 3.593760591864830545e+00 3.185043549574324562e+00 3.925586764309897170e+00
1.160000000000000000e+02 3.336751014115004299e+00 2.900368585742124861e+00 3.687179895606400137e+00
1.165000000000000000e+02 3.096305715348769194e+00 2.658964171781061481e+00 3.473746514589047152e+00
1.170000000000000000e+02 2.869279511562396134e+00 2.429130096321929333e+00 3.265886472705390453e+00
1.175000000000000000e+02 2.658269338161509232e+00 2.179353419981191919e+00 3.072891849549765908e+00
1.180000000000000000e+02 2.453829887379064267e+00 1.971621369742319274e+00 2.885417079480604663e+00
1.185000000000000000e+02 2.267020026281226119e+00 1.773253445620170954e+00 2.708046774330691964e+00
1.190000000000000000e+02 2.083670603281817524e+00 1.585666672869717075e+00 2.540265910294725593e+00
1.195000000000000000e+02 1.921595406285604657e+00 1.434648518189211686e+00 2.370174236455867778e+00
1.200000000000000000e+02 1.770507439718727261e+00 1.285940588188561273e+00 2.193187235616620878e+00
1.205000000000000000e+02 1.625011250334211788e+00 1.143366698320806840e+00 2.031963096094232757e+00
1.210000000000000000e+02 1.488963146684964212e+00 1.030539203188159725e+00 1.868771611099488306e+00
1.215000000000000000e+02 1.353262522653778221e+00 9.303957816615774368e-01 1.721511350084280023e+00
1.220000000000000000e+02 1.219587262102638014e+00 8.317202182426607360e-01 1.570581232476214506e+00
1.225000000000000000e+02 1.096944274908126848e+00 7.339092447591888391e-01 1.419906865520385919e+00
1.230000000000000000e+02 9.755330258357426398e-01 6.410096535907946480e-01 1.277760520843600256e+00
1.235000000000000000e+02 8.635718193324363190e-01 5.495054101511296363e-01 1.145644682318332386e+00
1.240000000000000000e+02 7.582119481866063104e-01 4.625176764733555101e-01 1.019517021397843060e+00
1.245000000000000000e+02 6.449707757000432418e-01 3.815715505498545879e-01 8.989614661718408062e-01
1.250000000000000000e+02 5.393024015371056246e-01 3.053414060149745590e-01 7.836186802345170843e-01
1.255000000000000000e+02 4.490854012137538431e-01 2.310982657081879221e-01 6.798663592979891090e-01
1.260000000000000000e+02 3.490756707221359112e-01 1.646877492494526751e-01 5.798624164060800501e-01
1.265000000000000000e+02 2.682833216631677065e-01 1.003072809873942206e-01 4.896741012441581664e-01
1.270000000000000000e+02 1.915481920149010864e-01 3.872869945332724217e-02 4.087522693961893050e-01
1.275000000000000000e+02 1.261173087460431552e-01 0.000000000000000000e+00 3.311845632216771640e-01
1.280000000000000000e+02 7.505958841381765723e-02 0.000000000000000000e+00 2.646585513291467850e-01
1.285000000000000000e+02 3.082781672701390141e-02 0.000000000000000000e+00 2.048478354051905259e-01
1.290000000000000000e+02 3.641758269682721181e-03 0.000000000000000000e+00 1.559309607243344331e-01
1.295000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.158634373092629483e-01
1.300000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 8.336139602139748528e-02
1.305000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 5.312492340345872921e-02
1.310000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 2.594627379911050233e-02
1.315000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 9.453974593525061101e-03
1.320000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.376342063555400543e-03
1.325000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.330000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.335000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.340000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.345000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.350000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.355000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.360000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.365000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.370000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.375000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.380000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.385000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.390000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.395000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.400000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.405000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.410000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.415000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.420000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.425000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.430000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.435000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.440000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.445000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
