# Q dQ R dR fit
0.1978 0.00249775 1.32892e-06 3.05175e-07 1.1675e-06
0.2002 0.002528 1.24942e-06 2.96616e-07 1.06108e-06
0.2026 0.00255824 1.383e-06 2.92819e-07 1.09869e-06
0.205 0.00258847 9.14909e-07 2.77038e-07 1.28034e-06
0.2074 0.00261871 5.37888e-07 2.63342e-07 1.57093e-06
0.2098 0.00264894 3.14583e-07 2.53138e-07 1.91274e-06
0.2122 0.00267918 2.46734e-07 2.46274e-07 2.23987e-06
0.2146 0.0027094 -1.3049e-07 2.33755e-07 2.4927e-06
0.217 0.00273963 -1.54252e-07 2.28039e-07 2.62852e-06
0.2194 0.00276985 3.42229e-08 2.25387e-07 2.62733e-06
0.2218 0.00280008 -1.20323e-07 2.16638e-07 2.49335e-06
0.2242 0.00283029 6.84846e-07 2.25153e-07 2.25277e-06
0.2266 0.00286051 5.77502e-07 2.169e-07 1.94886e-06
0.229 0.00289072 7.98949e-07 2.15143e-07 1.63657e-06
0.2314 0.00292094 9.46984e-07 2.12096e-07 1.3753e-06
0.2338 0.00295114 6.8987e-07 2.02184e-07 1.2015e-06
0.2362 0.00298135 3.9319e-07 1.91259e-07 1.10501e-06
