	PCPIP2MAM0.004
0.7494	6.980476
0.7504	7.0954545
0.7514	7.144731
0.7524	7.18958525
0.7536	6.977949
0.7546	7.07460675
0.7556	6.232673525
0.7574	6.276643325
0.7584	6.523657575
0.7594	6.91666925
0.7605	6.6582835
0.7615	5.92280015
0.7626	6.43325415
0.7636	6.937517
0.7647	6.80800825
0.7657	6.63996275
0.7668	6.995638
0.7678	7.21990925
0.7688	7.43344075
0.7699	7.756265
0.771	7.79417
0.772	7.45239325
0.773	6.69934725
0.7741	6.63086555
0.7752	6.73472525
0.7762	5.757092125
0.7772	5.8271532
0.7782	6.20809845
0.7793	6.24853045
0.7804	6.2794862
0.7814	6.262365775
0.7824	5.846674275
0.7834	6.35516985
0.7846	7.04301925
0.7856	7.0979815
0.7866	6.993111
0.7876	6.81179875
0.7887	6.463767675
0.7898	7.34499575
0.7908	7.8105955
0.7918	6.92045975
0.7929	6.69808375
0.7939	6.30387175
0.7956	5.75778705
0.7967	5.714259475
0.7978	6.0907193
0.7988	6.13304655
0.8005	5.91673535
0.8015	6.7037695
0.8026	7.74363
0.8037	7.67350575
0.8047	6.382903675
0.8057	6.86233875
0.8068	7.453025
0.8078	7.19337575
0.8095	6.2789808
0.8106	6.71198225
0.8117	7.698144
0.8127	7.14662625
0.8137	6.052751125
0.8147	6.210688625
0.8159	6.73346175
0.8855	4.89506925
0.8865	5.2456905
0.8876	5.405207375
0.8887	6.117821375
0.8897	6.581525875
0.8907	6.09311995
0.8918	5.8953822
0.8928	7.19337575
0.8938	6.90529775
0.8948	7.66782
0.896	7.60654025
0.897	7.119461
0.898	7.47008225
0.899	5.7758551
0.9001	6.66144225
0.9011	6.63996275
0.9021	7.018381
0.9032	5.749890175
0.9042	5.7359285
0.9053	6.85602125
0.9063	7.508619
0.9073	8.135315
0.9083	7.18200425
0.9094	7.05060025
0.9104	7.634969
0.9115	8.36590375
0.9125	6.90656125
0.9135	6.90972
0.9146	7.804278
0.9156	6.955206
0.9166	6.9059295
0.9176	6.821275
0.9188	6.81685275
0.9198	6.69429325
0.9208	7.43470425
0.9218	7.61664825
0.9229	8.4423455
0.9239	8.5788035
0.9249	8.40254525
0.9259	7.47892675
0.9271	6.166339775
0.9281	6.501167275
0.9291	6.3141061
0.9301	7.21106475
0.9319	7.7878525
0.9329	7.3607895
0.9339	6.93562175
0.9349	7.34625925
0.9359	7.00890475
0.937	7.00511425
0.938	6.70061075
0.9397	6.4682531
0.9408	6.120727425
0.9419	5.12628975
0.9429	5.535095175
0.9439	6.65702
0.945	7.79353825
0.946	8.2376585
0.947	7.80743675
0.948	8.24460775
0.949	7.1409405
0.9501	6.97605375
0.9512	6.892031
0.9522	6.17802715
0.9532	6.94193925
0.9543	6.562067975
0.9553	6.524794725
0.957	6.173289025
0.958	5.810664525
0.9591	6.29199485
0.9601	6.10246985
0.9611	5.740413925
0.9621	6.234442425
0.9632	5.65190575
0.9643	6.206013675
0.9653	6.42390425
0.9663	6.66270575
0.9674	5.71381725
0.9684	5.804094325
0.9694	6.258322575
0.9704	6.90656125
0.9715	8.102464
0.9725	7.2925605
0.9735	8.4044405
0.9746	8.46951075
0.9756	7.70382975
0.9767	6.6481755
