393
         0.6251          0.9907          0.4955          0.6421          0.0881          0.0432          0.4238          0.3998          0.6169           0.256            0.42          0.1309          0.4372          0.3754          0.0691          0.0461          0.0537          0.0191          0.5379          0.2183          0.4883          0.9291          0.8296          0.8651          0.5787           0.024          0.1674          0.7579          0.8814           0.753          0.6273          0.1612          0.0612          0.7028           0.478          0.2914          0.0466          0.2681          0.3973 
         0.9186            0.39          0.9515           0.398          0.9328           0.185           0.874          0.5486          0.4409          0.9533          0.6531          0.6388          0.7466          0.9396          0.9214          0.1848          0.4649          0.2382          0.8738          0.0666          0.8626          0.6941          0.0188          0.7941          0.2598          0.6307          0.8142          0.4447           0.128          0.6588          0.1171          0.3095          0.1439          0.6296          0.2057           0.221          0.0872          0.5993          0.7051 
         0.3711          0.9985          0.2096          0.9012          0.6053           0.486           0.173          0.0451          0.4537          0.6831          0.9053          0.6308          0.7583          0.4334          0.1161          0.5807          0.9719          0.2702          0.6956          0.3584          0.8405          0.1252          0.7029          0.4391          0.7192          0.6499          0.0467          0.3847          0.8571           0.784          0.5839            0.22          0.7738          0.1105          0.4935          0.6027           0.899          0.4157          0.7009 
         0.6151          0.1904          0.4955          0.7411          0.0881          0.6462          0.4346          0.3998          0.6143          0.2061           0.552          0.1309          0.4672          0.3258          0.0691          0.0351          0.0739          0.3191          0.5372          0.2882          0.4281          0.9291          0.8239          0.1851          0.2727           0.024          0.1554          0.0579          0.5813           0.751          0.6973          0.2652          0.2012          0.6058           0.477          0.6974          0.3666          0.9983          0.6052 
         0.6151          0.8904          0.4955          0.2631          0.0883          0.4562          0.4258          0.3998          0.6169           0.256            0.03          0.1049          0.4672          0.3757          0.0691          0.0261          0.0739          0.3991          0.5379          0.1182          0.4661          0.9291          0.8239          0.6651          0.5727           0.024          0.1554          0.7577          0.4866           0.713          0.6773          0.1652          0.2012          0.7058           0.478          0.4925          0.3468          0.2923          0.7952 
         0.9861          0.0405          0.4593          0.6063          0.9883          0.6022          0.2293          0.7392          0.7429          0.8246          0.6002          0.6507          0.7285          0.4404          0.1221          0.7393          0.1719          0.5782          0.6974           0.358          0.8405          0.1396          0.0828          0.0391          0.7573          0.6213          0.0169          0.6643          0.8592          0.7845          0.3739            0.21          0.7708          0.2686          0.4962          0.8316          0.6001          0.8362          0.0613 
         0.7731          0.0004          0.9955          0.5351          0.0861          0.4062          0.4408          0.3368          0.6746           0.256           0.151          0.7509          0.4606          0.4594          0.0085          0.6263          0.9719          0.2692          0.6452          0.3594          0.8403          0.1255          0.7024          0.6391          0.9195          0.6404          0.0469          0.3844          0.8576          0.7849          0.4839             0.2          0.7738           0.628           0.293          0.8025          0.3999          0.1257          0.5009 
         0.3711          0.9979          0.7096          0.9812          0.6053          0.4872           0.674          0.0485          0.4202          0.6838          0.6605          0.6368          0.7483          0.4384          0.1251          0.7811          0.0927          0.8369          0.2182           0.383          0.4596          0.6099          0.7007          0.4911          0.3734          0.2996          0.4474          0.6921          0.6211          0.5496          0.8569          0.8002          0.5307          0.2506          0.6069          0.1113           0.015          0.0712          0.8919 
         0.6751          0.9619          0.9585          0.5482          0.5851          0.4467          0.9442          0.3388          0.5921          0.1867          0.3655          0.7692          0.6678           0.364          0.4268          0.6619          0.9201          0.9242          0.4616          0.7163          0.8627          0.9961          0.5071          0.4714          0.9883          0.1496          0.6773          0.2039          0.4614          0.1417          0.2286          0.6876          0.1146          0.4546          0.7466          0.9108          0.9025          0.4034          0.8014 
         0.5266          0.9116          0.3449          0.6236          0.2475          0.2234          0.4988          0.2799          0.7162          0.4566            0.44          0.7309          0.4152          0.3554          0.9092          0.0461          0.0633          0.0388          0.8732          0.3163          0.0623          0.9932          0.5848          0.2714          0.4843          0.3654          0.0937           0.208          0.1611          0.9257          0.2275          0.0676           0.077          0.4543          0.5363          0.1901          0.9125          0.4914          0.6052 
         0.0128            0.97           0.995          0.5481          0.1729          0.8365          0.6565          0.8559          0.1832           0.042          0.3937           0.455          0.1357          0.6275          0.4986           0.415          0.6025          0.1162          0.4153          0.1944          0.4723          0.9948          0.1109           0.092          0.5456          0.4364          0.4748          0.7817          0.1741          0.3294          0.5702          0.9678          0.2005          0.5174          0.6377          0.7476          0.7043          0.1978          0.3748 
         0.5115          0.7625          0.3969          0.0865          0.3983          0.0666          0.9849          0.9429          0.5039           0.465           0.266          0.1369          0.1302          0.6584          0.0093          0.5493          0.8769          0.6496          0.6954          0.3589          0.8491          0.5093           0.387          0.2553          0.4145          0.0354          0.0777           0.284          0.2429           0.204          0.0874          0.9482          0.0015          0.0235           0.443          0.1625          0.3483          0.5158          0.0008 
         0.6761          0.9804          0.9955          0.9951          0.0852          0.4062          0.4408          0.3367           0.773           0.256           0.551          0.7509          0.4662          0.5594          0.0035          0.0261          0.0921          0.8391          0.9982           0.383          0.4316          0.6399             0.2          0.4811          0.3744          0.2166          0.4494           0.628          0.7281          0.5496          0.8569          0.9678          0.2005          0.5394          0.2357          0.7476          0.7043          0.1938          0.3848 
         0.5085          0.7645          0.3964          0.0861          0.3886          0.8305          0.6595          0.8559          0.0832          0.1423          0.3997           0.455          0.1307          0.6161          0.4956           0.455          0.6125          0.1162          0.4153          0.1944          0.4123          0.9948          0.1609            0.09          0.7856          0.4004          0.4778          0.1717          0.6741          0.3494          0.5712          0.8902          0.5307          0.1587          0.6068          0.1113           0.815          0.6022          0.8819 
         0.6352            0.89          0.4955          0.6487          0.4781          0.4362          0.2228          0.3995          0.5162           0.248            0.58          0.1379          0.4602          0.3354          0.0092           0.046          0.0739          0.0491          0.5219          0.2172          0.1681          0.6203          0.8289          0.7151          0.2727          0.2242          0.1854          0.0389          0.6889          0.6038          0.6362           0.195          0.2412          0.7854           0.778          0.2574          0.2886          0.2052          0.9319 
         0.5104          0.4646          0.3449          0.6836          0.9452          0.5032          0.2586          0.0753          0.7306          0.7056          0.3994          0.5658          0.0667          0.5662          0.9753           0.556          0.6065          0.1162          0.2106          0.6004          0.4054           0.914          0.3639          0.8007          0.2655          0.0907          0.5711          0.2757          0.4141          0.3658          0.5602          0.8271          0.5288          0.5154          0.6317          0.4196          0.6715          0.9352          0.4595 
         0.6121          0.9904          0.9956          0.5401          0.0881          0.3662          0.9419          0.5398          0.8292           0.404           0.153          0.6139          0.4212          0.3554          0.9091           0.834          0.0769          0.0791          0.0956          0.3589          0.8203          0.1093          0.5046           0.259          0.4758          0.0348           0.007           0.284          0.3447           0.264          0.6422          0.2391          0.4105          0.2385          0.4932          0.1025          0.8953          0.0178           0.812 
         0.6721          0.6604          0.9956          0.5473          0.3869          0.3682          0.9444          0.1329          0.5129           0.454           0.153          0.6353          0.4602          0.2584          0.0012           0.049          0.1761          0.0191          0.6956          0.3989          0.8403          0.1097          0.7048           0.255          0.4255          0.0354          0.0274           0.284          0.2486           0.364          0.0972          0.6401          0.0115          0.0285          0.4934          0.8025          0.7983          0.5855               0 
         0.5709          0.4444          0.9589          0.0453           0.212          0.3655          0.8314          0.8559          0.1516          0.1794          0.1274          0.6111          0.5773          0.3972           0.672          0.6001          0.8611          0.2663          0.9369          0.4269          0.4163          0.1162          0.5335          0.8009          0.4255          0.4404          0.6704          0.2861          0.6759          0.5694          0.5662          0.8678          0.4805          0.5333          0.7926          0.4294           0.541          0.2041          0.0055 
         0.3224          0.9266          0.4921          0.3734          0.8088          0.3744          0.0494          0.5697          0.2149          0.1016          0.3694          0.8619          0.9667          0.5662          0.6416          0.6561          0.6261          0.1664          0.0123          0.6267          0.4026          0.9747          0.1209             0.8          0.2355          0.6907          0.1782          0.8845          0.7191          0.3894          0.7601          0.8474          0.1885          0.5174          0.6007          0.0115          0.6115          0.9822            0.65 
         0.6127          0.9705           0.977          0.5481          0.0851          0.4497          0.9442          0.3788          0.9369          0.4506            0.44          0.7309          0.4702          0.9514          0.9092          0.0464           0.073          0.0398          0.8732          0.3162          0.0626          0.9961          0.5878          0.2732          0.4843          0.3656          0.0557           0.208          0.1611          0.9257          0.4285          0.1076          0.3176          0.4563          0.5343          0.1921          0.9025          0.4434          0.6052 
         0.6151          0.9619          0.8955          0.5481          0.5838          0.0602          0.9349          0.9379          0.5036           0.405          0.2178          0.1369          0.1502          0.6685          0.0043          0.0491          0.0769          0.0668          0.6904          0.3589          0.8401          0.2063          0.7078           0.235          0.4555          0.0354          0.0772          0.4841          0.2482          0.2408          0.8865          0.7491          0.4115          0.2365          0.4922          0.8054          0.8683          0.6158           0.113 
         0.0185          0.3625          0.3964          0.0361          0.3886          0.8305          0.6494          0.8559          0.1832          0.1023          0.3992          0.4554          0.1357          0.6165          0.4916           0.455          0.6126          0.1162          0.4113          0.1907          0.4927          0.9943          0.1609           0.093          0.2854          0.4304          0.4774          0.7579          0.4816           0.753          0.6278          0.1651          0.2012          0.7028           0.478          0.2974          0.3459          0.2984          0.7052 
         0.6151          0.9904          0.4952          0.4481          0.0818          0.5862          0.4658          0.3998          0.6169           0.356            0.55          0.4109          0.0072          0.3654          0.0691          0.0461          0.0279          0.0194          0.5279          0.2182          0.4681          0.8591          0.8239          0.6651          0.5728          0.0244          0.1558          0.1817          0.6741          0.3394          0.5002          0.9608          0.2075          0.5171          0.6377          0.2475          0.7363          0.1938          0.3748 
         0.6128          0.9746            0.99          0.5481          0.1898          0.6662          0.9849          0.9489          0.5229           0.465           0.236          0.1369          0.1502          0.6587          0.0093          0.5441          0.0769          0.9496          0.6954          0.3589          0.8531          0.3997           0.384          0.2553          0.4445          0.0306          0.0774            0.28          0.2426           0.204          0.0864           0.045          0.8015          0.8935           0.443          0.1021          0.3963          0.5158          0.0006 
         0.6025          0.9934          0.9135          0.5781          0.0751          0.3869           0.944          0.8049          0.5999          0.4969          0.1533          0.6859          0.4852           0.418          0.0092          0.0451          0.0779          0.9391          0.6056          0.3581          0.9404          0.2697          0.7088          0.6867          0.5195          0.2305          0.2803          0.2831          0.7031          0.5261          0.0614          0.8677          0.6225          0.6153          0.6003          0.4204           0.779          0.2012          0.9198 
         0.6112          0.9904          0.4758          0.1428          0.0751          0.6662          0.9309          0.9739          0.5399          0.3576          0.6454          0.3356          0.9339          0.9945          0.7233          0.2986          0.3168          0.5391           0.495          0.9145          0.4938          0.0841          0.1118          0.7227          0.6153          0.2279          0.1639          0.5196          0.7538          0.1982          0.3366          0.8256          0.4659          0.6111          0.6803          0.5702          0.1871          0.1888          0.4816 
         0.5185          0.9629          0.3206           0.489          0.4586            0.13          0.6716          0.2106          0.9567          0.3401          0.8913          0.7552           0.363          0.2587          0.3562          0.1499          0.0129          0.0106          0.2252          0.3289          0.9403          0.0097          0.2048          0.2154          0.4445          0.0754          0.0874           0.724          0.6475          0.2042          0.0872          0.0421          0.1718          0.7683          0.4962          0.7795          0.3883          0.0975          0.1413 
         0.2153           0.521          0.7544           0.548          0.9621          0.2684          0.1452          0.3285          0.1199          0.8289          0.6762          0.5004          0.7699          0.9204           0.723          0.6276          0.7168          0.5621          0.4958          0.1068          0.4335          0.0724          0.8268          0.1858          0.1254          0.2279          0.1634           0.539          0.7548          0.1526          0.3823          0.8256          0.5649          0.6011           0.811          0.5671          0.1191          0.1885          0.1819 
          0.672          0.9374          0.2386          0.2453           0.385          0.3616          0.8324          0.6559          0.8539          0.1794          0.1271          0.9011          0.5853          0.6482           0.601          0.2086          0.2411          0.8661          0.4568          0.3249          0.4031          0.6859          0.5305          0.8059          0.6755          0.4004          0.0704          0.2871          0.3751          0.5674          0.5662          0.8673          0.9131           0.393           0.387          0.1099          0.0089          0.7894          0.0651 
         0.6122          0.9248          0.2955          0.5331          0.6701          0.3662          0.9916          0.9397          0.5199           0.647          0.9436          0.3333          0.4602          0.7584          0.3572          0.4407          0.9763          0.0189          0.6959          0.3589          0.8409          0.1011          0.2048           0.255          0.4145          0.0354          0.4759          0.8223          0.9157          0.9795          0.7285          0.3176           0.004          0.7563          0.4773          0.0188          0.9065          0.4524           0.861 
         0.5555          0.9618          0.3904          0.6821          0.4936          0.8407          0.6496          0.2586          0.9767          0.3501          0.8933          0.7502          0.9657           0.208          0.9878          0.4471          0.6888          0.7514          0.9266          0.0002          0.7572          0.1829          0.8853          0.2798          0.4436          0.0244          0.5273           0.784          0.2475           0.204          0.0977          0.3423          0.9111          0.7285          0.4972          0.1085          0.0413          0.9194          0.1743 
         0.4434          0.0999          0.9134          0.6379          0.9573          0.8839          0.8718          0.2586          0.9065          0.3501          0.8378          0.7662          0.3636          0.9988          0.7239          0.1284          0.9161          0.5651          0.6959          0.1779          0.4374          0.4731          0.8278          0.5206          0.1531          0.2271          0.1681          0.6054          0.7529          0.6782           0.332          0.0136          0.7649          0.6011          0.2173          0.5958          0.0191          0.1884          0.1819 
         0.5188          0.9488          0.8104          0.0061          0.3986          0.8108          0.7472          0.2395          0.5728          0.3018          0.3904          0.7208          0.3629          0.9984          0.2229          0.0785          0.7526          0.2476          0.4154          0.9819          0.8737          0.0797          0.8078          0.2821          0.1158          0.4606           0.397          0.9088          0.2415          0.8443           0.033           0.321          0.9135          0.6444           0.297          0.1595          0.0079          0.7894          0.3821 
         0.4614          0.7108          0.4695          0.5685          0.1853            0.82          0.1617          0.9473          0.7614          0.9009          0.1482          0.6381          0.4606          0.3944          0.9073          0.8711          0.4233          0.1169          0.4251          0.4386          0.8689          0.5895          0.7535          0.0053          0.6445          0.9859           0.627           0.284          0.2876          0.9835          0.1915          0.0081          0.4185          0.3936          0.7264          0.3409          0.4899          0.5361          0.6044 
         0.2224          0.7216          0.4923          0.3774          0.3084          0.5744          0.0494          0.2627          0.2709          0.1016          0.3994          0.8657          0.9667          0.5664          0.9422          0.5561          0.6261          0.1615          0.0123          0.6264          0.4022          0.9828          0.1609          0.8007          0.2325          0.6997          0.8781          0.2857          0.8141          0.0194          0.7202          0.1478          0.5888          0.2274          0.6041          0.0195          0.6015          0.9252          0.6655 
